id,name,parent_id/id,property_account_expense_categ_id/id,property_account_income_categ_id/id
product_import_cwa.afdeling_01,"AGF",,"voedselcoop_7301","voedselcoop_8001"
product_import_cwa.afdeling_02,"BROOD & BANKET",,"voedselcoop_7302","voedselcoop_8002"
product_import_cwa.afdeling_03,"KAAS & DELICATESSEN",,"voedselcoop_7303","voedselcoop_8003"
product_import_cwa.afdeling_04,"VLEES & VIS",,"voedselcoop_7304","voedselcoop_8004"
product_import_cwa.afdeling_05,"KOELVERS",,"voedselcoop_7305","voedselcoop_8005"
product_import_cwa.afdeling_06,"KRUIDENIERSWAREN",,"voedselcoop_7306","voedselcoop_8006"
product_import_cwa.afdeling_07,"NON-FOOD",,"voedselcoop_7307","voedselcoop_8007"
product_import_cwa.afdeling_08,"TRAITEUR - RESTAURANT",,"voedselcoop_7308","voedselcoop_8008"
product_import_cwa.afdeling_09,"STATIEGELD",,"voedselcoop_7309","voedselcoop_8009"
product_import_cwa.afdeling_10,"DIEPVRIES",,"voedselcoop_7310","voedselcoop_8010"
product_import_cwa.cbl_10105,"KOFFIE, CACAO, THEE",product_import_cwa.afdeling_06,"voedselcoop_7306","voedselcoop_8006"
product_import_cwa.cbl_10110,"HOUDBARE KOFFIEMELK, HOUDBARE KOFFIEROOM",product_import_cwa.afdeling_06,"voedselcoop_7306","voedselcoop_8006"
product_import_cwa.cbl_10115,SUIKER,product_import_cwa.afdeling_06,"voedselcoop_7306","voedselcoop_8006"
product_import_cwa.cbl_10120,RIJST EN DEEGWAREN HB,product_import_cwa.afdeling_06,"voedselcoop_7306","voedselcoop_8006"
product_import_cwa.cbl_10125,ONTBIJTPRODUCTEN,product_import_cwa.afdeling_06,"voedselcoop_7306","voedselcoop_8006"
product_import_cwa.cbl_10130,BAKPRODUCTEN EN DESSERTINGREDIËNTEN,product_import_cwa.afdeling_06,"voedselcoop_7306","voedselcoop_8006"
product_import_cwa.cbl_10135,"SOEPEN, BOUILLONS",product_import_cwa.afdeling_06,"voedselcoop_7306","voedselcoop_8006"
product_import_cwa.cbl_10140,"SAUZEN, MIXEN",product_import_cwa.afdeling_06,"voedselcoop_7306","voedselcoop_8006"
product_import_cwa.cbl_10145,"REFORMPRODUCTEN, DIEETPRODUCTEN",product_import_cwa.afdeling_06,"voedselcoop_7306","voedselcoop_8006"
product_import_cwa.cbl_10150,"BABYVOEDING, KINDERVOEDING",product_import_cwa.afdeling_06,"voedselcoop_7306","voedselcoop_8006"
product_import_cwa.cbl_10155,BOTERHAMBELEG,product_import_cwa.afdeling_06,"voedselcoop_7306","voedselcoop_8006"
product_import_cwa.cbl_10160,"KOEK, KOEKJES, BANKETSTUKSARTIKELEN",product_import_cwa.afdeling_06,"voedselcoop_7306","voedselcoop_8006"
product_import_cwa.cbl_10161,CHOCOLADE EN CHOCOLADEPRODUCTEN,product_import_cwa.afdeling_06,"voedselcoop_7306","voedselcoop_8006"
product_import_cwa.cbl_10162,SNOEP EN ZOETWAREN,product_import_cwa.afdeling_06,"voedselcoop_7306","voedselcoop_8006"
product_import_cwa.cbl_10165,"ZOUTJES, ONDERLEGGERS, NOTENBARPRODUCTEN",product_import_cwa.afdeling_06,"voedselcoop_7306","voedselcoop_8006"
product_import_cwa.cbl_10170,BIEREN,product_import_cwa.afdeling_06,"voedselcoop_7306","voedselcoop_8006"
product_import_cwa.cbl_10175,WIJNEN EN APERITIEVEN,product_import_cwa.afdeling_06,"voedselcoop_7306","voedselcoop_8006"
product_import_cwa.cbl_10180,NIET ALCOHOLHOUDENDE DRANKEN,product_import_cwa.afdeling_06,"voedselcoop_7306","voedselcoop_8006"
product_import_cwa.cbl_10220,RIJST EN DEEGWAREN SEMI SERS,product_import_cwa.afdeling_05,"voedselcoop_7305","voedselcoop_8005"
product_import_cwa.cbl_10265,"ZOUTJES, ONDERLEGGERS, NOTENBARPRODUCTEN SV",product_import_cwa.afdeling_06,"voedselcoop_7306","voedselcoop_8006"
product_import_cwa.cbl_10280,NIET-ALCOHOLHOUDENDE DRANKEN SV,product_import_cwa.afdeling_06,"voedselcoop_7306","voedselcoop_8006"
product_import_cwa.cbl_11105,HOUDBARE MELK,product_import_cwa.afdeling_06,"voedselcoop_7306","voedselcoop_8006"
product_import_cwa.cbl_11110,OVERIGE HOUDBARE ZUIVEL,product_import_cwa.afdeling_06,"voedselcoop_7306","voedselcoop_8006"
product_import_cwa.cbl_11205,EIEREN,product_import_cwa.afdeling_05,"voedselcoop_7305","voedselcoop_8005"
product_import_cwa.cbl_11210,DAGVERSE MELK,product_import_cwa.afdeling_05,"voedselcoop_7305","voedselcoop_8005"
product_import_cwa.cbl_11215,OVERIGE DAGVERSE ZUIVEL BULK,product_import_cwa.afdeling_05,"voedselcoop_7305","voedselcoop_8005"
product_import_cwa.cbl_11220,DAGVERSE ZUIVELSPECIALITEITEN,product_import_cwa.afdeling_05,"voedselcoop_7305","voedselcoop_8005"
product_import_cwa.cbl_11225,"GEELVETTEN, WITVETTEN",product_import_cwa.afdeling_05,"voedselcoop_7305","voedselcoop_8005"
product_import_cwa.cbl_11305,DIEPVRIES DESSERTS EN SAPPEN,product_import_cwa.afdeling_10,"voedselcoop_7310","voedselcoop_8010"
product_import_cwa.cbl_11310,IJS,product_import_cwa.afdeling_10,"voedselcoop_7310","voedselcoop_8010"
product_import_cwa.cbl_12205,NEDERLANDSE KAAS UITSNIJ,product_import_cwa.afdeling_03,"voedselcoop_7303","voedselcoop_8003"
product_import_cwa.cbl_12210,NEDERLANDSE KAAS VERPAKT,product_import_cwa.afdeling_03,"voedselcoop_7303","voedselcoop_8003"
product_import_cwa.cbl_12215,BUITENLANDSE SPECIALITEITEN UITSNIJ,product_import_cwa.afdeling_03,"voedselcoop_7303","voedselcoop_8003"
product_import_cwa.cbl_12220,BUITENLANDSE SPECIALITEITEN VERPAKT,product_import_cwa.afdeling_03,"voedselcoop_7303","voedselcoop_8003"
product_import_cwa.cbl_12225,OVERIGE SOORTEN VERPAKTE KAAS,product_import_cwa.afdeling_03,"voedselcoop_7303","voedselcoop_8003"
product_import_cwa.cbl_13105,AARDAPPELPRODUCTEN,product_import_cwa.afdeling_01,"voedselcoop_7301","voedselcoop_8001"
product_import_cwa.cbl_13110,GROENTECONSERVEN,product_import_cwa.afdeling_06,"voedselcoop_7306","voedselcoop_8006"
product_import_cwa.cbl_13115,VRUCHTENCONSERVEN,product_import_cwa.afdeling_06,"voedselcoop_7306","voedselcoop_8006"
product_import_cwa.cbl_13205,AARDAPPELEN,product_import_cwa.afdeling_01,"voedselcoop_7301","voedselcoop_8001"
product_import_cwa.cbl_13210,AARDAPPELPRODUCTEN,product_import_cwa.afdeling_01,"voedselcoop_7301","voedselcoop_8001"
product_import_cwa.cbl_13215,VERSE GROENTEN,product_import_cwa.afdeling_01,"voedselcoop_7301","voedselcoop_8001"
product_import_cwa.cbl_13220,VERS FRUIT,product_import_cwa.afdeling_01,"voedselcoop_7301","voedselcoop_8001"
product_import_cwa.cbl_13305,DIEPVRIES AARDAPPELPRODUCTEN,product_import_cwa.afdeling_10,"voedselcoop_7310","voedselcoop_8010"
product_import_cwa.cbl_13310,GROENTEPRODUCTEN,product_import_cwa.afdeling_10,"voedselcoop_7310","voedselcoop_8010"
product_import_cwa.cbl_14105,VLEESCONSERVEN,product_import_cwa.afdeling_06,"voedselcoop_7306","voedselcoop_8006"
product_import_cwa.cbl_14205,VERS VLEES,product_import_cwa.afdeling_04,"voedselcoop_7304","voedselcoop_8004"
product_import_cwa.cbl_14210,VERS GEVOGELTE,product_import_cwa.afdeling_04,"voedselcoop_7304","voedselcoop_8004"
product_import_cwa.cbl_14215,VERS WILD,product_import_cwa.afdeling_04,"voedselcoop_7304","voedselcoop_8004"
product_import_cwa.cbl_14305,"DIEPVRIES VLEES, WILD EN GEVOGELTE",product_import_cwa.afdeling_10,"voedselcoop_7310","voedselcoop_8010"
product_import_cwa.cbl_14310,VLEESSNACKS,product_import_cwa.afdeling_10,"voedselcoop_7310","voedselcoop_8010"
product_import_cwa.cbl_15105,VLEESWARENCONSERVEN,product_import_cwa.afdeling_06,"voedselcoop_7306","voedselcoop_8006"
product_import_cwa.cbl_15205,SNIJVERSE VLEESWAREN,product_import_cwa.afdeling_05,"voedselcoop_7305","voedselcoop_8005"
product_import_cwa.cbl_15210,VERPAKTE GESNEDEN VLEESWAREN,product_import_cwa.afdeling_05,"voedselcoop_7305","voedselcoop_8005"
product_import_cwa.cbl_15215,STUKS ARTIKELEN,product_import_cwa.afdeling_05,"voedselcoop_7305","voedselcoop_8005"
product_import_cwa.cbl_15220,SALADES EN SAUZEN,product_import_cwa.afdeling_05,"voedselcoop_7305","voedselcoop_8005"
product_import_cwa.cbl_16105,HOUDBARE VISPRODUCTEN,product_import_cwa.afdeling_06,"voedselcoop_7306","voedselcoop_8006"
product_import_cwa.cbl_16205,VERSE VIS,product_import_cwa.afdeling_04,"voedselcoop_7304","voedselcoop_8004"
product_import_cwa.cbl_16210,SCHAAL- EN SCHELPDIEREN,product_import_cwa.afdeling_04,"voedselcoop_7304","voedselcoop_8004"
product_import_cwa.cbl_16215,VERPAKTE VIS,product_import_cwa.afdeling_04,"voedselcoop_7304","voedselcoop_8004"
product_import_cwa.cbl_16220,VERPAKTE SCHAAL- EN SCHELPDIEREN,product_import_cwa.afdeling_04,"voedselcoop_7304","voedselcoop_8004"
product_import_cwa.cbl_16305,DIEPVRIES VIS,product_import_cwa.afdeling_10,"voedselcoop_7310","voedselcoop_8010"
product_import_cwa.cbl_16310,DIEPVRIES SCHAAL- EN SCHELPDIEREN,product_import_cwa.afdeling_10,"voedselcoop_7310","voedselcoop_8010"
product_import_cwa.cbl_17105,HOUDBAAR BROOD,product_import_cwa.afdeling_06,"voedselcoop_7306","voedselcoop_8006"
product_import_cwa.cbl_17110,BROODVERVANGERS,product_import_cwa.afdeling_06,"voedselcoop_7306","voedselcoop_8006"
product_import_cwa.cbl_17205,GROOT BROOD,product_import_cwa.afdeling_02,"voedselcoop_7302","voedselcoop_8002"
product_import_cwa.cbl_17210,KLEIN BROOD,product_import_cwa.afdeling_02,"voedselcoop_7302","voedselcoop_8002"
product_import_cwa.cbl_17213,HALFFABRIKAAT,product_import_cwa.afdeling_05,"voedselcoop_7305","voedselcoop_8005"
product_import_cwa.cbl_17215,SNACKS,product_import_cwa.afdeling_02,"voedselcoop_7302","voedselcoop_8002"
product_import_cwa.cbl_17220,STOKBROOD,product_import_cwa.afdeling_06,"voedselcoop_7306","voedselcoop_8006"
product_import_cwa.cbl_17225,SEIZOENSBROOD,product_import_cwa.afdeling_02,"voedselcoop_7302","voedselcoop_8002"
product_import_cwa.cbl_17230,GROOT GEBAK,product_import_cwa.afdeling_02,"voedselcoop_7302","voedselcoop_8002"
product_import_cwa.cbl_17235,KLEIN GEBAK,product_import_cwa.afdeling_02,"voedselcoop_7302","voedselcoop_8002"
product_import_cwa.cbl_17240,BANKET,product_import_cwa.afdeling_02,"voedselcoop_7302","voedselcoop_8002"
product_import_cwa.cbl_17305,DIEPVRIES BAKKERIJPRODUCTEN,product_import_cwa.afdeling_10,"voedselcoop_7310","voedselcoop_8010"
product_import_cwa.cbl_17310,GEBAK,product_import_cwa.afdeling_10,"voedselcoop_7310","voedselcoop_8010"
product_import_cwa.cbl_18105,HOUDBARE MAALTIJDEN,product_import_cwa.afdeling_06,"voedselcoop_7306","voedselcoop_8006"
product_import_cwa.cbl_18205,VERSE LUNCHPRODUCTEN,product_import_cwa.afdeling_05,"voedselcoop_7305","voedselcoop_8005"
product_import_cwa.cbl_18210,VERS DINERPRODUCTEN,product_import_cwa.afdeling_05,"voedselcoop_7305","voedselcoop_8005"
product_import_cwa.cbl_18305,DIEPVRIES MAALTIJDEN,product_import_cwa.afdeling_10,"voedselcoop_7310","voedselcoop_8010"
product_import_cwa.cbl_19105,HONDENVOER,product_import_cwa.afdeling_07,"voedselcoop_7307","voedselcoop_8007"
product_import_cwa.cbl_19110,KATTENVOER,product_import_cwa.afdeling_07,"voedselcoop_7307","voedselcoop_8007"
product_import_cwa.cbl_19115,OVERIG VOER,product_import_cwa.afdeling_07,"voedselcoop_7307","voedselcoop_8007"
product_import_cwa.cbl_19205,VERS DIERENVOER,product_import_cwa.afdeling_04,"voedselcoop_7304","voedselcoop_8004"
product_import_cwa.cbl_19305,DIEPVRIES DIERENVOER,product_import_cwa.afdeling_10,"voedselcoop_7310","voedselcoop_8010"
product_import_cwa.cbl_20105,TABAKSPRODUCTEN,product_import_cwa.afdeling_07,"voedselcoop_7307","voedselcoop_8007"
product_import_cwa.cbl_20110,HULPMIDDELEN,product_import_cwa.afdeling_07,"voedselcoop_7307","voedselcoop_8007"
product_import_cwa.cbl_21105,"LICHAAMSVERZORGING, MEDISCHE VERZORGING",product_import_cwa.afdeling_07,"voedselcoop_7307","voedselcoop_8007"
product_import_cwa.cbl_21110,PERIODEVERZORGING EN LUIERS,product_import_cwa.afdeling_07,"voedselcoop_7307","voedselcoop_8007"
product_import_cwa.cbl_21115,SANITAIRE PAPIERWAREN,product_import_cwa.afdeling_07,"voedselcoop_7307","voedselcoop_8007"
product_import_cwa.cbl_21120,ZAKDOEKJES,product_import_cwa.afdeling_07,"voedselcoop_7307","voedselcoop_8007"
product_import_cwa.cbl_22105,WAS- EN REINIGINGSMIDDELEN,product_import_cwa.afdeling_07,"voedselcoop_7307","voedselcoop_8007"
product_import_cwa.cbl_22110,POETSMIDDELEN,product_import_cwa.afdeling_07,"voedselcoop_7307","voedselcoop_8007"
product_import_cwa.cbl_23105,KANTOORBENODIGDHEDEN,product_import_cwa.afdeling_07,"voedselcoop_7307","voedselcoop_8007"
product_import_cwa.cbl_23110,WENSKAARTEN,product_import_cwa.afdeling_07,"voedselcoop_7307","voedselcoop_8007"
product_import_cwa.cbl_24105,DAGBLADEN,product_import_cwa.afdeling_07,"voedselcoop_7307","voedselcoop_8007"
product_import_cwa.cbl_24110,"TIJDSCHRIFTEN, OPINIEBLADEN",product_import_cwa.afdeling_07,"voedselcoop_7307","voedselcoop_8007"
product_import_cwa.cbl_24115,"BOEKEN, POCKETS",product_import_cwa.afdeling_07,"voedselcoop_7307","voedselcoop_8007"
product_import_cwa.cbl_25110,HUISHOUDELIJKE WAREN EN ONDERHOUDSMATERIAAL,product_import_cwa.afdeling_07,"voedselcoop_7307","voedselcoop_8007"
product_import_cwa.cbl_25120,BABYARTIKELEN,product_import_cwa.afdeling_07,"voedselcoop_7307","voedselcoop_8007"
product_import_cwa.cbl_25125,PANTY'S/NYLONS,product_import_cwa.afdeling_07,"voedselcoop_7307","voedselcoop_8007"
product_import_cwa.cbl_25130,SFEER EN VERLICHTING,product_import_cwa.afdeling_07,"voedselcoop_7307","voedselcoop_8007"
product_import_cwa.cbl_26105,BLOEMEN- EN PLANTVERZORGING,product_import_cwa.afdeling_07,"voedselcoop_7307","voedselcoop_8007"
product_import_cwa.cbl_26205,VERSE BLOEMEN EN PLANTEN,product_import_cwa.afdeling_07,"voedselcoop_7307","voedselcoop_8007"
product_import_cwa.cbl_27105,DIERENBENODIGDHEDEN,product_import_cwa.afdeling_07,"voedselcoop_7307","voedselcoop_8007"
product_import_cwa.cbl_28105,WINKELARTIKELEN,product_import_cwa.afdeling_07,"voedselcoop_7307","voedselcoop_8007"
product_import_cwa.cbl_28110,TEXTIEL,product_import_cwa.afdeling_07,"voedselcoop_7307","voedselcoop_8007"
product_import_cwa.cbl_28115,"FOTO, AUDIO, VIDEO",product_import_cwa.afdeling_07,"voedselcoop_7307","voedselcoop_8007"
product_import_cwa.cbl_28125,DIENSTEN EN SERVICES,product_import_cwa.afdeling_07,"voedselcoop_7307","voedselcoop_8007"
product_import_cwa.cbl_28130,OVERIG HUISHOUDELIJK ASSORTIMENT,product_import_cwa.afdeling_07,"voedselcoop_7307","voedselcoop_8007"
product_import_cwa.cbl_28150,VOEDINGSGEBONDEN OTC,product_import_cwa.afdeling_07,"voedselcoop_7307","voedselcoop_8007"
product_import_cwa.cbl_28155,"ARTIKELEN TEGEN AANDOENINGEN,  PREPARATEN",product_import_cwa.afdeling_07,"voedselcoop_7307","voedselcoop_8007"
product_import_cwa.cbl_28160,GEDRAGSBEINVLOEDENDE ARTIKELEN,product_import_cwa.afdeling_07,"voedselcoop_7307","voedselcoop_8007"
product_import_cwa.cbl_28165,"TESTEN, DIAGNOSTISCHE PRODUCTEN, MEETAPPARATUUR",product_import_cwa.afdeling_07,"voedselcoop_7307","voedselcoop_8007"
product_import_cwa.cbl_28195,OVERIG ASSORTIMENT,product_import_cwa.afdeling_07,"voedselcoop_7307","voedselcoop_8007"
product_import_cwa.cbl_29105,STERK ALCOHOLISCHE DRANKEN,product_import_cwa.afdeling_06,"voedselcoop_7306","voedselcoop_8006"
product_import_cwa.cbl_40000,WINKELMATERIAAL,product_import_cwa.afdeling_07,"voedselcoop_7307","voedselcoop_8007"
product_import_cwa.cbl_41000,STYLINGMATERIAAL,product_import_cwa.afdeling_07,"voedselcoop_7307","voedselcoop_8007"
product_import_cwa.cbl_42000,"KASSABENODIGDHEDEN, PRIJSBENODIGDHEDEN",product_import_cwa.afdeling_07,"voedselcoop_7307","voedselcoop_8007"
product_import_cwa.cbl_43000,"SCHOON- EN HYGIËNE ARTIKELEN",product_import_cwa.afdeling_07,"voedselcoop_7307","voedselcoop_8007"
product_import_cwa.cbl_1010505,KOFFIE,product_import_cwa.cbl_10105,"voedselcoop_7306","voedselcoop_8006"
product_import_cwa.cbl_1010506,KOFFIEPADS,product_import_cwa.cbl_10105,"voedselcoop_7306","voedselcoop_8006"
product_import_cwa.cbl_1010510,OPLOSKOFFIE,product_import_cwa.cbl_10105,"voedselcoop_7306","voedselcoop_8006"
product_import_cwa.cbl_1010512,NEW INSTANT OPLOSKOFFIE,product_import_cwa.cbl_10105,"voedselcoop_7306","voedselcoop_8006"
product_import_cwa.cbl_1010515,KOFFIESTROOP,product_import_cwa.cbl_10105,"voedselcoop_7306","voedselcoop_8006"
product_import_cwa.cbl_1010520,CACAO,product_import_cwa.cbl_10105,"voedselcoop_7306","voedselcoop_8006"
product_import_cwa.cbl_1010525,ANIJSBLOKJES,product_import_cwa.cbl_10105,"voedselcoop_7306","voedselcoop_8006"
product_import_cwa.cbl_1010530,THEE,product_import_cwa.cbl_10105,"voedselcoop_7306","voedselcoop_8006"
product_import_cwa.cbl_1011005,"KOFFIEMELK, KOFFIEROOM",product_import_cwa.cbl_10110,"voedselcoop_7306","voedselcoop_8006"
product_import_cwa.cbl_1011010,"KOFFIECREAMER, MELKPOEDER",product_import_cwa.cbl_10110,"voedselcoop_7306","voedselcoop_8006"
product_import_cwa.cbl_1011505,KRISTALSUIKER,product_import_cwa.cbl_10115,"voedselcoop_7306","voedselcoop_8006"
product_import_cwa.cbl_1011510,OVERIGE SUIKER,product_import_cwa.cbl_10115,"voedselcoop_7306","voedselcoop_8006"
product_import_cwa.cbl_1011515,ZOETMIDDELEN,product_import_cwa.cbl_10115,"voedselcoop_7306","voedselcoop_8006"
product_import_cwa.cbl_1011520,"SUIKERSTROOP, SCHENKSTROOP",product_import_cwa.cbl_10115,"voedselcoop_7306","voedselcoop_8006"
product_import_cwa.cbl_1012005,RIJST HB,product_import_cwa.cbl_10120,"voedselcoop_7306","voedselcoop_8006"
product_import_cwa.cbl_1012010,DEEGWAREN,product_import_cwa.cbl_10120,"voedselcoop_7306","voedselcoop_8006"
product_import_cwa.cbl_1012505,GEPLETTE GRAANPRODUCTEN,product_import_cwa.cbl_10125,"voedselcoop_7306","voedselcoop_8006"
product_import_cwa.cbl_1012510,CORNFLAKES,product_import_cwa.cbl_10125,"voedselcoop_7306","voedselcoop_8006"
product_import_cwa.cbl_1012515,MUESLI,product_import_cwa.cbl_10125,"voedselcoop_7306","voedselcoop_8006"
product_import_cwa.cbl_1013005,BLOEM EN TOEBEREIDE BLOEM,product_import_cwa.cbl_10130,"voedselcoop_7306","voedselcoop_8006"
product_import_cwa.cbl_1013010,"MIXEN VOOR TAART, GEBAK, CAKE, PIZZABODEM",product_import_cwa.cbl_10130,"voedselcoop_7306","voedselcoop_8006"
product_import_cwa.cbl_1013015,"MIX VOOR PANNENKOEK, POFFERTJES, OLIEBOLLEN",product_import_cwa.cbl_10130,"voedselcoop_7306","voedselcoop_8006"
product_import_cwa.cbl_1013020,BROODMIXEN,product_import_cwa.cbl_10130,"voedselcoop_7306","voedselcoop_8006"
product_import_cwa.cbl_1013025,BINDMIDDELEN,product_import_cwa.cbl_10130,"voedselcoop_7306","voedselcoop_8006"
product_import_cwa.cbl_1013030,DIVERSE BAKBENODIGDHEDEN,product_import_cwa.cbl_10130,"voedselcoop_7306","voedselcoop_8006"
