id,name,parent_id/id,property_account_expense_categ_id/id,property_account_income_categ_id/id
product_import_cwa.cbl_1331005,ENKELVOUDIGE EN SAMENGESTELDE GROENTEN,product_import_cwa.cbl_13310,"voedselcoop_7310","voedselcoop_8010"
product_import_cwa.cbl_1331010,SOEPGROENTEN,product_import_cwa.cbl_13310,"voedselcoop_7310","voedselcoop_8010"
product_import_cwa.cbl_1331015,KRUIDEN,product_import_cwa.cbl_13310,"voedselcoop_7310","voedselcoop_8010"
product_import_cwa.cbl_1331020,FRUIT EN VRUCHTENMELANGE,product_import_cwa.cbl_13310,"voedselcoop_7310","voedselcoop_8010"
product_import_cwa.cbl_1410505,VLEESCONSERVEN GLAS,product_import_cwa.cbl_14105,"voedselcoop_7306","voedselcoop_8006"
product_import_cwa.cbl_1410510,VLEESCONSERVEN BLIK,product_import_cwa.cbl_14105,"voedselcoop_7306","voedselcoop_8006"
product_import_cwa.cbl_1410515,VLEES IN FOLIE/PLASTIC PAKKEN,product_import_cwa.cbl_14105,"voedselcoop_7306","voedselcoop_8006"
product_import_cwa.cbl_1410520,ROOKWORST VERPAKT,product_import_cwa.cbl_14105,"voedselcoop_7306","voedselcoop_8006"
product_import_cwa.cbl_1410525,VACUUM KIP,product_import_cwa.cbl_14105,"voedselcoop_7306","voedselcoop_8006"
product_import_cwa.cbl_1410530,VEGETARISCHE VLEESVERVANGERS,product_import_cwa.cbl_14105,"voedselcoop_7306","voedselcoop_8006"
product_import_cwa.cbl_1420505,VARKENSVLEES,product_import_cwa.cbl_14205,"voedselcoop_7306","voedselcoop_8006"
product_import_cwa.cbl_1420506,VARKENSVLEES PANKLAAR,product_import_cwa.cbl_14205,"voedselcoop_7306","voedselcoop_8006"
product_import_cwa.cbl_1420510,RUNDVLEES,product_import_cwa.cbl_14205,"voedselcoop_7306","voedselcoop_8006"
product_import_cwa.cbl_1420511,RUNDVLEES PANKLAAR,product_import_cwa.cbl_14205,"voedselcoop_7306","voedselcoop_8006"
product_import_cwa.cbl_1420515,PAARDENVLEES,product_import_cwa.cbl_14205,"voedselcoop_7306","voedselcoop_8006"
product_import_cwa.cbl_1420520,KALFSVLEES,product_import_cwa.cbl_14205,"voedselcoop_7306","voedselcoop_8006"
product_import_cwa.cbl_1420525,"LAMSVLEES, SCHAPENVLEES",product_import_cwa.cbl_14205,"voedselcoop_7306","voedselcoop_8006"
product_import_cwa.cbl_1420530,GEDRAAIDE VLEESPRODUCTEN,product_import_cwa.cbl_14205,"voedselcoop_7306","voedselcoop_8006"
product_import_cwa.cbl_1420535,BGF-PAKKETTEN,product_import_cwa.cbl_14205,"voedselcoop_7306","voedselcoop_8006"
product_import_cwa.cbl_1420540,OVERIG PANKLAAR VLEES,product_import_cwa.cbl_14205,"voedselcoop_7306","voedselcoop_8006"
product_import_cwa.cbl_1420545,VERSE  ROOKWORST,product_import_cwa.cbl_14205,"voedselcoop_7306","voedselcoop_8006"
product_import_cwa.cbl_1420550,VEGETARISCHE VLEESVERVANGERS,product_import_cwa.afdeling_05,"voedselcoop_7305","voedselcoop_8005"
product_import_cwa.cbl_1420551,VEGETARISCHE VLEESVERVANGERS PANKLAAR,product_import_cwa.afdeling_05,"voedselcoop_7305","voedselcoop_8005"
product_import_cwa.cbl_1421005,KIP,product_import_cwa.cbl_14210,"voedselcoop_7304","voedselcoop_8004"
product_import_cwa.cbl_1421006,KIP PANKLAAR,product_import_cwa.cbl_14210,"voedselcoop_7304","voedselcoop_8004"
product_import_cwa.cbl_1421010,KALKOEN,product_import_cwa.cbl_14210,"voedselcoop_7304","voedselcoop_8004"
product_import_cwa.cbl_1421011,KALKOEN PANKLAAR,product_import_cwa.cbl_14210,"voedselcoop_7304","voedselcoop_8004"
product_import_cwa.cbl_1421015,OVERIG GEVOGELTE,product_import_cwa.cbl_14210,"voedselcoop_7304","voedselcoop_8004"
product_import_cwa.cbl_1421020,OVERIG PANKLAAR GEVOGELTE,product_import_cwa.cbl_14210,"voedselcoop_7304","voedselcoop_8004"
product_import_cwa.cbl_1421505,"HAAS,KONIJN",product_import_cwa.cbl_14215,"voedselcoop_7304","voedselcoop_8004"
product_import_cwa.cbl_1421510,OVERIG WILD,product_import_cwa.cbl_14215,"voedselcoop_7304","voedselcoop_8004"
product_import_cwa.cbl_1430505,KIP EN ANDER GEVOGELTE,product_import_cwa.cbl_14305,"voedselcoop_7310","voedselcoop_8010"
product_import_cwa.cbl_1430510,WILD,product_import_cwa.cbl_14305,"voedselcoop_7310","voedselcoop_8010"
product_import_cwa.cbl_1430515,VLEES / TOEBEREID VLEES,product_import_cwa.cbl_14305,"voedselcoop_7310","voedselcoop_8010"
product_import_cwa.cbl_1430520,VEGETARISCHE VLEESVERVANGERS,product_import_cwa.cbl_14305,"voedselcoop_7310","voedselcoop_8010"
product_import_cwa.cbl_1431005,SATEH,product_import_cwa.cbl_14310,"voedselcoop_7310","voedselcoop_8010"
product_import_cwa.cbl_1431015,"HAMBURGERS, FRIKADELLEN",product_import_cwa.cbl_14310,"voedselcoop_7310","voedselcoop_8010"
product_import_cwa.cbl_1431020,"KROKETTEN, BITTERBALLEN",product_import_cwa.cbl_14310,"voedselcoop_7310","voedselcoop_8010"
product_import_cwa.cbl_1431025,GEVOGELTE SNACKS,product_import_cwa.cbl_14310,"voedselcoop_7310","voedselcoop_8010"
product_import_cwa.cbl_1431030,DIEPVRIES OVERIGE SNACKS / SPECIALITEITEN,product_import_cwa.cbl_14310,"voedselcoop_7310","voedselcoop_8010"
product_import_cwa.cbl_1510505,VLEESWARENCONSERVEN,product_import_cwa.cbl_15105,"voedselcoop_7306","voedselcoop_8006"
product_import_cwa.cbl_1520505,LEVERPRODUCTEN SNIJVERS,product_import_cwa.cbl_15205,"voedselcoop_7305","voedselcoop_8005"
product_import_cwa.cbl_1520510,PATE'S SNIJVERS,product_import_cwa.cbl_15205,"voedselcoop_7305","voedselcoop_8005"
product_import_cwa.cbl_1520515,HAM SNIJVERS,product_import_cwa.cbl_15205,"voedselcoop_7305","voedselcoop_8005"
product_import_cwa.cbl_1520520,ROOKVLEES EN ROSBIEF SNIJVERS,product_import_cwa.cbl_15205,"voedselcoop_7305","voedselcoop_8005"
product_import_cwa.cbl_1520525,"RIBSOORT SNIJVERS, SPEKSOORT SNIJVERS",product_import_cwa.cbl_15205,"voedselcoop_7305","voedselcoop_8005"
product_import_cwa.cbl_1520530,"KIPPRODUCTEN SNIJVERS, KALKOENPRODUCTEN SNIJVERS",product_import_cwa.cbl_15205,"voedselcoop_7305","voedselcoop_8005"
product_import_cwa.cbl_1520535,DROGE EN GEKOOKTE WORST SNIJVERS,product_import_cwa.cbl_15205,"voedselcoop_7305","voedselcoop_8005"
product_import_cwa.cbl_1520540,VEGETARISCHE VLEESWAREN SNIJVERS,product_import_cwa.cbl_15205,"voedselcoop_7305","voedselcoop_8005"
product_import_cwa.cbl_1521005,VERPAKTE LEVERPRODUCTEN,product_import_cwa.cbl_15210,"voedselcoop_7305","voedselcoop_8005"
product_import_cwa.cbl_1521015,VERPAKTE HAM,product_import_cwa.cbl_15210,"voedselcoop_7305","voedselcoop_8005"
product_import_cwa.cbl_1521020,VERPAKTE ROOKVLEES/ROSBIEF,product_import_cwa.cbl_15210,"voedselcoop_7305","voedselcoop_8005"
product_import_cwa.cbl_1521025,VERPAKTE RIBSOORTEN EN SPEKSOORTEN,product_import_cwa.cbl_15210,"voedselcoop_7305","voedselcoop_8005"
product_import_cwa.cbl_1521030,VERPAKTE KIPPRODUCTEN EN KALKOENPRODUCTEN,product_import_cwa.cbl_15210,"voedselcoop_7305","voedselcoop_8005"
product_import_cwa.cbl_1521035,VERPAKTE DROGE EN GEKOOKTE WORST,product_import_cwa.cbl_15210,"voedselcoop_7305","voedselcoop_8005"
product_import_cwa.cbl_1521040,VERPAKTE VEGETARISCHE VLEESWAREN ,product_import_cwa.cbl_15210,"voedselcoop_7305","voedselcoop_8005"
product_import_cwa.cbl_1521505,LEVERWORST,product_import_cwa.cbl_15215,"voedselcoop_7305","voedselcoop_8005"
product_import_cwa.cbl_1521510,THEEWORST,product_import_cwa.cbl_15215,"voedselcoop_7305","voedselcoop_8005"
product_import_cwa.cbl_1521515,DROGE EN GEKOOKTE WORST,product_import_cwa.cbl_15215,"voedselcoop_7305","voedselcoop_8005"
product_import_cwa.cbl_1521520,ZURE ZULT,product_import_cwa.cbl_15215,"voedselcoop_7305","voedselcoop_8005"
product_import_cwa.cbl_1521525,BORRELHAPJES,product_import_cwa.cbl_15215,"voedselcoop_7305","voedselcoop_8005"
product_import_cwa.cbl_1521530,FILET AMERICAIN,product_import_cwa.cbl_15215,"voedselcoop_7305","voedselcoop_8005"
product_import_cwa.cbl_1521535,PATE,product_import_cwa.cbl_15215,"voedselcoop_7305","voedselcoop_8005"
product_import_cwa.cbl_1522005,SCHEPSALADES LOS,product_import_cwa.cbl_15220,"voedselcoop_7305","voedselcoop_8005"
product_import_cwa.cbl_1522010,VERPAKTE SALADES,product_import_cwa.cbl_15220,"voedselcoop_7305","voedselcoop_8005"
product_import_cwa.cbl_1522015,SAUZEN LOS,product_import_cwa.cbl_15220,"voedselcoop_7305","voedselcoop_8005"
product_import_cwa.cbl_1522020,SAUZEN VERPAKT,product_import_cwa.cbl_15220,"voedselcoop_7305","voedselcoop_8005"
product_import_cwa.cbl_1610505,"VIS, SCHAAL- EN SCHELPDIEREN IN BLIK",product_import_cwa.cbl_16105,"voedselcoop_7306","voedselcoop_8006"
product_import_cwa.cbl_1610510,VISPRODUCTEN IN TUBE,product_import_cwa.cbl_16105,"voedselcoop_7306","voedselcoop_8006"
product_import_cwa.cbl_1610515,"VIS, SCHAAL- EN SCHELPDIEREN IN GLAS",product_import_cwa.cbl_16105,"voedselcoop_7306","voedselcoop_8006"
product_import_cwa.cbl_1620505,"VERSE VIS, ONBEWERKT, GEFILEERD, GEROOKT, GEDROOGD",product_import_cwa.cbl_16205,"voedselcoop_7304","voedselcoop_8004"
product_import_cwa.cbl_1620510,GEBAKKEN / GEFRITUURDE VIS,product_import_cwa.cbl_16205,"voedselcoop_7304","voedselcoop_8004"
product_import_cwa.cbl_1620515,MAATJESHARING,product_import_cwa.cbl_16205,"voedselcoop_7304","voedselcoop_8004"
product_import_cwa.cbl_1621005,SCHAAL- EN SCHELPDIEREN,product_import_cwa.cbl_16210,"voedselcoop_7304","voedselcoop_8004"
product_import_cwa.cbl_1621505,VERPAKTE VIS NIET IN GLAS,product_import_cwa.cbl_16215,"voedselcoop_7304","voedselcoop_8004"
product_import_cwa.cbl_1621510,OVERIGE VIS IN GLAS,product_import_cwa.cbl_16215,"voedselcoop_7304","voedselcoop_8004"
product_import_cwa.cbl_1621515,HARING IN GLAS OF EMMER,product_import_cwa.cbl_16215,"voedselcoop_7304","voedselcoop_8004"
product_import_cwa.cbl_1622005,VERPAKTE SCHAAL- EN SCHELPDIEREN,product_import_cwa.cbl_16220,"voedselcoop_7304","voedselcoop_8004"
product_import_cwa.cbl_1630505,VIS NATUREL / TOEBEREID,product_import_cwa.cbl_16305,"voedselcoop_7310","voedselcoop_8010"
product_import_cwa.cbl_1630510,GECOATE VIS,product_import_cwa.cbl_16305,"voedselcoop_7310","voedselcoop_8010"
product_import_cwa.cbl_1630515,DIEPVRIES MAATJESHARNG,product_import_cwa.cbl_16305,"voedselcoop_7310","voedselcoop_8010"
product_import_cwa.cbl_1631005,SCHAAL EN SCHELPDIEREN,product_import_cwa.cbl_16310,"voedselcoop_7310","voedselcoop_8010"
product_import_cwa.cbl_1710505,ROGGEBROOD,product_import_cwa.cbl_17105,"voedselcoop_7306","voedselcoop_8006"
product_import_cwa.cbl_1710510,BUITENLANDS/HOUDBAAR  BROOD,product_import_cwa.cbl_17105,"voedselcoop_7306","voedselcoop_8006"
product_import_cwa.cbl_1710515,HALFFABRIKATEN,product_import_cwa.cbl_17105,"voedselcoop_7306","voedselcoop_8006"
product_import_cwa.cbl_1711005,BESCHUIT,product_import_cwa.cbl_17110,"voedselcoop_7306","voedselcoop_8006"
product_import_cwa.cbl_1711010,GEPOFTE RIJSTWAFELS,product_import_cwa.cbl_17110,"voedselcoop_7306","voedselcoop_8006"
product_import_cwa.cbl_1711015,KNÃ€CKEBRÃ¶D,product_import_cwa.cbl_17110,"voedselcoop_7306","voedselcoop_8006"
product_import_cwa.cbl_1711020,GEROOSTERD BROOD / CRACKERS GROOT,product_import_cwa.cbl_17110,"voedselcoop_7306","voedselcoop_8006"
product_import_cwa.cbl_1711025,ONTBIJTKOEK,product_import_cwa.cbl_17110,"voedselcoop_7306","voedselcoop_8006"
product_import_cwa.cbl_1720505,WIT BROOD,product_import_cwa.cbl_17205,"voedselcoop_7302","voedselcoop_8002"
product_import_cwa.cbl_1720510,BRUIN BROOD,product_import_cwa.cbl_17205,"voedselcoop_7302","voedselcoop_8002"
product_import_cwa.cbl_1720515,VOLKORENBROOD,product_import_cwa.cbl_17205,"voedselcoop_7302","voedselcoop_8002"
product_import_cwa.cbl_1720520,MEERGRANENBROOD,product_import_cwa.cbl_17205,"voedselcoop_7302","voedselcoop_8002"
product_import_cwa.cbl_1720530,GEVULD BROOD,product_import_cwa.cbl_17205,"voedselcoop_7302","voedselcoop_8002"
product_import_cwa.cbl_1721005,KLEIN WITBROOD,product_import_cwa.cbl_17210,"voedselcoop_7302","voedselcoop_8002"
product_import_cwa.cbl_1721010,KLEIN BRUINBROOD,product_import_cwa.cbl_17210,"voedselcoop_7302","voedselcoop_8002"
product_import_cwa.cbl_1721015,KLEIN BROOD VOLKOREN EN MEERGRANEN,product_import_cwa.cbl_17210,"voedselcoop_7302","voedselcoop_8002"
product_import_cwa.cbl_1721020,KLEIN BROOD GEVULD,product_import_cwa.cbl_17210,"voedselcoop_7302","voedselcoop_8002"
product_import_cwa.cbl_1721315,HALFFABRIKAAT VERS GEKOELD ,product_import_cwa.cbl_17213,"voedselcoop_7305","voedselcoop_8005"
product_import_cwa.cbl_1721505,HARTIGE SNACKS,product_import_cwa.cbl_17215,"voedselcoop_7302","voedselcoop_8002"
product_import_cwa.cbl_1721510,ZOETE SNACKS,product_import_cwa.cbl_17215,"voedselcoop_7302","voedselcoop_8002"
product_import_cwa.cbl_1721515,BROODSNACKS GROOT,product_import_cwa.cbl_17215,"voedselcoop_7302","voedselcoop_8002"
product_import_cwa.cbl_1722005,STOKBROOD,product_import_cwa.cbl_17220,"voedselcoop_7306","voedselcoop_8006"
product_import_cwa.cbl_1722010,GEKOELDE HALFFABRIKATEN GROOT,product_import_cwa.cbl_17220,"voedselcoop_7306","voedselcoop_8006"
product_import_cwa.cbl_1722505,SEIZOENSBROOD,product_import_cwa.cbl_17225,"voedselcoop_7302","voedselcoop_8002"
product_import_cwa.cbl_1723005,TAARTEN EN SCHNITTES,product_import_cwa.cbl_17230,"voedselcoop_7302","voedselcoop_8002"
product_import_cwa.cbl_1723010,VLAAIEN,product_import_cwa.cbl_17230,"voedselcoop_7302","voedselcoop_8002"
product_import_cwa.cbl_1723505,KLEIN GEBAK,product_import_cwa.cbl_17235,"voedselcoop_7302","voedselcoop_8002"
product_import_cwa.cbl_1724005,BANKET,product_import_cwa.cbl_17240,"voedselcoop_7302","voedselcoop_8002"
product_import_cwa.cbl_1730505,BLADERDEEG,product_import_cwa.cbl_17305,"voedselcoop_7310","voedselcoop_8010"
product_import_cwa.cbl_1731005,GROOT GEBAK,product_import_cwa.cbl_17310,"voedselcoop_7310","voedselcoop_8010"
product_import_cwa.cbl_1731010,KLEIN GEBAK,product_import_cwa.cbl_17310,"voedselcoop_7310","voedselcoop_8010"
product_import_cwa.cbl_1810510,BUITENLANDSE MAALTIJDEN,product_import_cwa.cbl_18105,"voedselcoop_7306","voedselcoop_8006"
product_import_cwa.cbl_1810515,BINNENLANDSE MAALTIJDEN,product_import_cwa.cbl_18105,"voedselcoop_7306","voedselcoop_8006"
product_import_cwa.cbl_1810520,MAALTIJDCOMPONENTEN,product_import_cwa.cbl_18105,"voedselcoop_7306","voedselcoop_8006"
product_import_cwa.cbl_1820505,BELEGD BROODJE/SANDWICH,product_import_cwa.cbl_18205,"voedselcoop_7305","voedselcoop_8005"
product_import_cwa.cbl_1821005,BINNENLANDSE MAALTIJDEN,product_import_cwa.cbl_18210,"voedselcoop_7305","voedselcoop_8005"
product_import_cwa.cbl_1821010,BUITENLANDSE MAALTIJDEN,product_import_cwa.cbl_18210,"voedselcoop_7305","voedselcoop_8005"
product_import_cwa.cbl_1821015,(MAALTIJD)SOEPEN,product_import_cwa.cbl_18210,"voedselcoop_7305","voedselcoop_8005"
product_import_cwa.cbl_1821020,PIZZA,product_import_cwa.cbl_18210,"voedselcoop_7305","voedselcoop_8005"
product_import_cwa.cbl_1821025,MAALTIJDCOMPONENTEN / TRAITEURACHTIGE PRODUCTEN,product_import_cwa.cbl_18210,"voedselcoop_7305","voedselcoop_8005"
product_import_cwa.cbl_1830505,DIEPVRIES (MAALTIJD)SOEPEN,product_import_cwa.cbl_18305,"voedselcoop_7310","voedselcoop_8010"
product_import_cwa.cbl_1830510,K&K DIEPVRIESMENU'S,product_import_cwa.cbl_18305,"voedselcoop_7310","voedselcoop_8010"
product_import_cwa.cbl_1830515,PIZZA'S,product_import_cwa.cbl_18305,"voedselcoop_7310","voedselcoop_8010"
product_import_cwa.cbl_1830520,MAALTIJDCOMPONENTEN,product_import_cwa.cbl_18305,"voedselcoop_7310","voedselcoop_8010"
product_import_cwa.cbl_1830525,TRAITEURACHTIGE PRODUCTEN,product_import_cwa.cbl_18305,"voedselcoop_7310","voedselcoop_8010"
product_import_cwa.cbl_1910505,DROOG HONDENVOER,product_import_cwa.cbl_19105,"voedselcoop_7307","voedselcoop_8007"
product_import_cwa.cbl_1910510,NAT HONDENVOER,product_import_cwa.cbl_19105,"voedselcoop_7307","voedselcoop_8007"
product_import_cwa.cbl_1910515,SNACKS VOOR HONDEN,product_import_cwa.cbl_19105,"voedselcoop_7307","voedselcoop_8007"
product_import_cwa.cbl_1911005,DROOG KATTENVOER,product_import_cwa.cbl_19110,"voedselcoop_7307","voedselcoop_8007"
product_import_cwa.cbl_1911010,NAT KATTENVOER,product_import_cwa.cbl_19110,"voedselcoop_7307","voedselcoop_8007"
product_import_cwa.cbl_1911015,SNACKS VOOR KATTEN,product_import_cwa.cbl_19110,"voedselcoop_7307","voedselcoop_8007"
product_import_cwa.cbl_1911505,VOGELVOER,product_import_cwa.cbl_19115,"voedselcoop_7307","voedselcoop_8007"
product_import_cwa.cbl_1911510,KNAAGDIERVOER,product_import_cwa.cbl_19115,"voedselcoop_7307","voedselcoop_8007"
product_import_cwa.cbl_1911515,VISVOER,product_import_cwa.cbl_19115,"voedselcoop_7307","voedselcoop_8007"
product_import_cwa.cbl_1920505,ORGAANVLEES VERS,product_import_cwa.cbl_19205,"voedselcoop_7304","voedselcoop_8004"
product_import_cwa.cbl_1930505,"ORGAANVLEES, DIEPVRIES",product_import_cwa.cbl_19305,"voedselcoop_7310","voedselcoop_8010"
product_import_cwa.cbl_2010505,SIGARETTEN,product_import_cwa.cbl_20105,"voedselcoop_7307","voedselcoop_8007"
product_import_cwa.cbl_2010510,SIGAREN,product_import_cwa.cbl_20105,"voedselcoop_7307","voedselcoop_8007"
product_import_cwa.cbl_2010515,SHAG,product_import_cwa.cbl_20105,"voedselcoop_7307","voedselcoop_8007"
product_import_cwa.cbl_2010520,PIJPTABAK,product_import_cwa.cbl_20105,"voedselcoop_7307","voedselcoop_8007"
product_import_cwa.cbl_2011005,VLOEI,product_import_cwa.cbl_20110,"voedselcoop_7307","voedselcoop_8007"
product_import_cwa.cbl_2011010,HULZEN/FILTERS,product_import_cwa.cbl_20110,"voedselcoop_7307","voedselcoop_8007"
product_import_cwa.cbl_2011015,AANSTEKERS,product_import_cwa.cbl_20110,"voedselcoop_7307","voedselcoop_8007"
product_import_cwa.cbl_2110505,"TOILETZEEP, BADZEEP, DOUCHESCHUIM",product_import_cwa.cbl_21105,"voedselcoop_7307","voedselcoop_8007"
product_import_cwa.cbl_2110510,VERZORGENDE COSMETICA,product_import_cwa.cbl_21105,"voedselcoop_7307","voedselcoop_8007"
product_import_cwa.cbl_2110511,DEODORANTS,product_import_cwa.cbl_21105,"voedselcoop_7307","voedselcoop_8007"
product_import_cwa.cbl_2110512,DAMES EN HERENGEUREN,product_import_cwa.cbl_21105,"voedselcoop_7307","voedselcoop_8007"
product_import_cwa.cbl_2110513,ONTHARINGSPRODUCTEN,product_import_cwa.cbl_21105,"voedselcoop_7307","voedselcoop_8007"
product_import_cwa.cbl_2110515,DECORATIEVE COSMETICA EN TOEBEHOREN,product_import_cwa.cbl_21105,"voedselcoop_7307","voedselcoop_8007"
product_import_cwa.cbl_2110520,SHAMPOO,product_import_cwa.cbl_21105,"voedselcoop_7307","voedselcoop_8007"
product_import_cwa.cbl_2110525,OVERIGE HAARVERZORGINGS PRODUCTEN,product_import_cwa.cbl_21105,"voedselcoop_7307","voedselcoop_8007"
